"id","uid","user","num_changes","date","imagery_used","hashtags","created_by","min_lat","max_lat","min_lon","max_lon"
"88516237","9196106","rkumreo","3","2020-07-26","Maxar-Premium;Bing Streetside;Mapillary Images;Mapillary Map Features;Mapillary Signs;OpenStreetCam Images",,"iD 2.18.3","50.9419213","50.9426026","11.7553638","11.7556974"
"88516236","1720269","IlBano","2","2020-07-26",,,"JOSM/1.5 (16731 en)","39.8070304","39.8070363","8.9580366","8.9583691"
"88516235","11039596","Geomaplex","10","2020-07-26","Metropole_Ruhr_RVR-DOP10",,"iD 2.18.3","51.4472761","51.4521609","6.6424434","6.6577651"
"88516234","156646","archie","1","2020-07-26",,,"JOSM/1.5 (16731 en_GB)","57.3976064","57.3982943","12.1069405","12.1072087"
"88516233","10252542","karmsudi","31","2020-07-26","Esri World Imagery;Bing aerial imagery",,"iD 2.17.2","51.3431861","51.3460429","6.4473898","6.4538222"
"88516232","7378400","Robert Skiba","1","2020-07-26",,,"OsmAnd Maps 3.14","50.3992000","50.3992000","6.9209300","6.9209300"
"88516231","16941","johnsmith","1","2020-07-26","Bing;.gpx data file",,"iD 2.18.3","53.7014780","53.7149224","12.3600685","12.3718730"
"88516230","1913655","hotteliene","134","2020-07-26",,,"JOSM/1.5 (16731 de)","53.1568521","53.1901429","10.6276277","10.6907894"
"88516229","144382","SHuehne","21","2020-07-26",,,"JOSM/1.5 (16731 de)","52.3161951","52.3180117","10.1534288","10.1683110"
"88516228","9632272","govvala","9","2020-07-26","Esri World Imagery;Bing Streetside;Mapillary Images;Mapillary Map Features;Mapillary Signs;OpenStreetCam Images",,"iD 2.17.2","26.1830551","26.1860974","-80.1832675","-80.1765128"
"88516227","146893","Vinber","1","2020-07-26",,,"OsmAnd~ 3.7.4","45.0398915","45.0398915","-0.5578713","-0.5578713"
"88516226","11445239","passargad","3","2020-07-26","None",,"iD 2.18.2","55.7965847","55.8197844","-4.0969461","-4.0744915"
"88516225","352655","benjidad","4","2020-07-26",,,"JOSM/1.5 (16731 en)","-2.7310178","-2.7233339","120.2924529","120.2927130"
"88516224","118134","scai","1","2020-07-26",,,"JOSM/1.5 (16731 de)","51.1107275","51.1108933","13.5727677","13.5730707"
"88516223","2892369","topolpavel","114","2020-07-26","e-mapa.net-buildings",,"iD 2.18.3","51.9583828","51.9633126","15.5382863","15.5450644"
"88516222","1069176","landfahrer","1","2020-07-26",,,"JOSM/1.5 (15628 de)","43.9642468","43.9656658","5.1300117","5.1308727"
"88516221","3935005","bolli24","308","2020-07-26",,,"JOSM/1.5 (16731 de)","38.9609960","38.9725723","125.6407146","125.6533183"
"88516220","164049","kche","2","2020-07-26",,,"JOSM/1.5 (16731 en)","58.5007164","58.5039254","6.8608883","6.8628636"
"88516219","10145967","Javadmba","1","2020-07-26","Bing",,"iD 2.18.3","36.9805097","36.9805097","54.6200155","54.6200155"
"88516218","10192121","jamenimm","5","2020-07-26","Esri World Imagery (Clarity) Beta",,"iD 2.17.2","25.2135447","25.2163156","55.3103827","55.3126976"
"88516217","11552293","Easterdie","51","2020-07-26","Bing;Maxar-Standard",,"iD 2.18.3","56.4864729","56.4918804","84.9546854","84.9669647"
"88516216","352655","benjidad","14","2020-07-26",,,"JOSM/1.5 (16731 en)","-2.7265704","-2.7218470","120.2925199","120.2960068"
"88516215","156646","archie","10","2020-07-26",,,"JOSM/1.5 (16731 en_GB)","57.3964105","57.4002470","12.1039644","12.1092269"
"88516214","4887311","mapperue","394","2020-07-26","Maxar-Standard;.gpx data file",,"iD 2.18.3","49.0322283","49.1498724","20.3427385","20.4640850"
"88516213","10797461","VLD146","197","2020-07-26",,"#mapwithai;#India","JOSM/1.5 (16538 en)","12.6449602","12.6635675","80.1174170","80.1305491"
"88516212","1617449","aceman444","536","2020-07-26",,,"JOSM/1.5 (16731 sk)","48.1403227","48.1456131","17.0845213","17.1039367"
"88516211","118134","scai","9","2020-07-26",,,"JOSM/1.5 (16731 de)","51.1023545","51.1033035","13.5803977","13.5829310"
"88516210","172435","mnalis ALTernative","2","2020-07-26",,,"StreetComplete 21.2","45.2685541","45.2692406","16.9094504","16.9104703"
"88516209","16941","johnsmith","1","2020-07-26","Bing;.gpx data file",,"iD 2.18.3","53.7014780","53.7149224","12.3600685","12.3718730"
"88516208","8320126","صادق الشرع","1","2020-07-26",,,"MAPS.ME ios 10.1.2","36.8448646","36.8448646","43.8944686","43.8944686"
"88516207","10919793","Westerdan","6","2020-07-26","fr.ign.bdortho",,"iD 2.18.3","44.7949187","44.7979377","1.2593709","1.2670974"
"88516206","247572","alex-k-v","6","2020-07-26",,,"JOSM/1.5 (16731 ru)","58.2129109","58.2156235","29.0023720","29.0152681"
"88516205","10652956","Bluemlisalp","177","2020-07-26",,"#hotosm-project-7709;#missingmaps;#indonesia;#redcross;#amm;#adt","JOSM/1.5 (16239 en)","-3.9197554","-3.9149772","105.5840951","105.5880187"
"88516204","9641463","branib","35","2020-07-26","Maxar Standard Imagery (Beta);Maxar Premium Imagery (Beta)",,"iD 2.17.2","25.3010726","25.3124880","55.6485414","55.6542451"
"88516203","2127855","czubi","54","2020-07-26",,,"JOSM/1.5 (16731 de)","50.8801558","50.8816018","11.6041812","11.6058339"
"88516202","2223275","aptum","365","2020-07-26",,,"JOSM/1.5 (16539 nl)","52.3551765","52.3670930","5.1329732","5.1554528"
"88516201","6372063","murr999888","23","2020-07-26",,,"JOSM/1.5 (16731 ru)","47.1254214","47.1278565","37.6440693","37.6470351"
"88516200","19367","lastman","2","2020-07-26",,,"StreetComplete 20.2","45.8056175","45.8075496","8.8378213","8.8406747"
"88516199","156646","archie","31","2020-07-26",,,"JOSM/1.5 (16731 en_GB)","57.3964105","57.4129708","12.1025616","12.1490274"
"88516198","2094488","didimosi","151","2020-07-26",,,"JOSM/1.5 (16731 de)","52.8032174","52.8158947","9.1265707","9.1488460"
"88516197","19367","lastman","2","2020-07-26",,,"StreetComplete 20.2","45.8056175","45.8075496","8.8378213","8.8406747"
"88516196","413046","Suricata","3930","2020-07-26",,,"JOSM/1.5 (16239 de)","51.4639125","51.4702108","13.6072792","13.6233525"
"88516195","11551703","JohnnyAZ520","1","2020-07-26","Bing",,"iD 2.18.3","32.7527177","32.7527177","-111.5550405","-111.5550405"
"88516194","2985213","aslanosm","77","2020-07-26","Maxar-Premium",,"iD 2.18.3","40.1585367","40.1628659","44.4248632","44.4295847"
"88516193","10917218","ERIC JAOUEN","9","2020-07-26","fr.ign.bdortho",,"iD 2.18.3","47.6367718","47.6379535","6.8575933","6.8583720"
"88516192","175882","MarcoR","16","2020-07-26",,,"JOSM/1.5 (16731 it)","43.6021203","43.6188314","10.3526708","10.4058557"
"88516191","164049","kche","12","2020-07-26",,,"JOSM/1.5 (16731 en)","58.3693037","58.4188853","6.7787541","6.8377588"
"88516190","347797","aruzza","2","2020-07-26",,,"JOSM/1.5 (16731 it)","44.5748187","44.5756865","14.3741596","14.3765812"
"88516189","10205154","mundlk","4","2020-07-26","Esri World Imagery (Clarity) Beta;Bing Streetside;Mapillary Images;Mapillary Map Features;Mapillary Signs;OpenStreetCam Images",,"iD 2.17.2","53.4939348","53.5017490","-2.3108259","-2.2956199"
"88516188","39463","PelleV","8","2020-07-26","Maxar-Standard;Mapillary Images",,"iD 2.18.3","25.1882585","25.1934226","55.2571625","55.2620920"
"88516187","2892217","wanderopa","6","2020-07-26",,,"JOSM/1.5 (16731 de)","50.5417763","50.5429458","7.4541162","7.4583994"
"88516186","211173","HirschKauz","18","2020-07-26",,,"JOSM/1.5 (16731 de)","50.9504251","50.9820388","6.6235864","6.7481888"
"88516185","11535281","HuyenTrangVu","103","2020-07-26","Bing;.gpx data file","#hotosm-project-8988;#covid19;#COVJam","iD 2.17.3","18.1463335","18.1961411","-77.5130965","-77.5104913"
"88516184","11377198","Ben Pearcey","89","2020-07-26","Bing;.gpx data file","#hotosm-project-8988;#covid19;#COVJam","iD 2.17.3","17.9691909","17.9725621","-77.5098821","-77.5085434"
"88516183","1845527","turankaya74","341","2020-07-26",,,"JOSM/1.5 (16731 de)","38.4448603","38.4528052","35.8097891","35.8209137"
"88516182","8576076","ZorgroZ","1","2020-07-26","OpenStreetMap (Standard)",,"Vespucci 14.1.6.0","48.4516212","48.4519250","8.4656009","8.4663013"
"88516181","438670","lipsigal","457","2020-07-26","Bing;Maxar-Premium",,"iD 2.18.3","58.9586038","59.1747983","39.8578489","40.7920801"
"88516180","10471608","Benjaminokeyoh1","279","2020-07-26",,"#hotosm-project-9053;#HOTMicrogrant;#covid19;#MapUganda","JOSM/1.5 (16731 en)","-0.5272850","-0.5218997","31.6625816","31.6681753"
"88516179","9945417","emo_sami","170","2020-07-26",,,"JOSM/1.5 (16731 en)","28.0946127","28.1006869","30.7712916","30.7797012"
"88516178","2302962","Pathumthani","6","2020-07-26","Bing",,"iD 2.18.3","53.5249120","53.5387819","8.0285676","8.0431889"
"88516177","6788467","Levar","1","2020-07-26","Bing",,"iD 2.18.3","13.3510093","13.3591330","-14.0161196","-14.0063399"
"88516176","11499038","daniel-malinowski","1","2020-07-26","Geoportal2-PL-aerial_image",,"iD 2.18.3","50.9573267","50.9573267","15.9451578","15.9451578"
"88516175","11264048","SamPrice","10","2020-07-26","Bing;.gpx data file","#hotosm-project-8986;#covid19;#COVJam","iD 2.17.3","18.1887585","18.1922435","-76.5122778","-76.5099500"
"88516174","144382","SHuehne","1","2020-07-26",,,"JOSM/1.5 (16731 de)","52.3156179","52.3157920","10.1514942","10.1518386"
"88516173","2554385","j123er","42","2020-07-26","Maxar-Premium",,"iD 2.18.3","24.7144496","24.8202874","120.9698828","121.1139985"
"88516172","10160193","developerxyz","86","2020-07-26",,,"JOSM/1.5 (16538 ru)","54.4061506","54.4068760","40.5285674","40.5365792"
"88516171","19367","lastman","1","2020-07-26",,,"StreetComplete 20.2","45.8056806","45.8059069","8.8396296","8.8400860"
"88516170","84681","SK53","68","2020-07-26","Bing",,"iD 2.18.3","53.2318985","53.2474768","-1.4654703","-1.4353962"
"88516169","5140186","m3h4","1","2020-07-26","basemap.at-orthofoto",,"iD 2.18.3","48.2078662","48.2078662","16.3182301","16.3182301"
"88516168","2043411","Stoots","21","2020-07-26","Bing Aerial",,"Go Map!! 1.7.1","57.4011436","57.4167129","-3.4631442","-3.3830780"
"88516167","294028","dvdhoven","30","2020-07-26",,,"JOSM/1.5 (15628 en)","52.8051871","53.4084389","5.3579310","6.4199980"
"88516166","1937991","Антон-1983","1","2020-07-26","Maxar-Premium",,"iD 2.18.3","52.0442875","52.0442875","29.2764531","29.2764531"
"88516165","379467","osmviborg","1","2020-07-26",,,"JOSM/1.5 (16731 en)","56.2180582","56.2204235","10.1602668","10.1648962"
"88516164","167781","yoltia","8","2020-07-26",,,"JOSM/1.5 (16538 de)","51.0866570","51.0883241","13.6286836","13.6294969"
"88516163","118134","scai","6","2020-07-26",,,"JOSM/1.5 (16731 de)","51.0980050","51.0982700","13.5943308","13.5947347"
"88516162","2943090","Денис Безыкорнов","49","2020-07-26",,,"JOSM/1.5 (16731 en)","56.4354209","56.5536449","43.5253423","43.7137414"
"88516161","156646","archie","21","2020-07-26",,,"JOSM/1.5 (16731 en_GB)","57.3979608","57.3989305","12.1056488","12.1060994"
"88516160","16995","zut","57","2020-07-26",,,"JOSM/1.5 (15937 Debian de)","52.4223236","52.4333119","10.4815534","10.5014800"
"88516159","10192121","jamenimm","14","2020-07-26","Esri World Imagery",,"iD 2.17.2","25.3308830","25.3392139","55.4491059","55.4553908"
"88516158","1782528","deathDEN","1","2020-07-26","Maxar-Premium",,"iD 2.18.3","48.2107779","48.2107779","24.2427343","24.2427343"
"88516157","6788467","Levar","1","2020-07-26","Bing",,"iD 2.18.3","13.3464638","13.3556103","-13.9823223","-13.9808310"
"88516156","1744629","wolterowicz","22","2020-07-26",,,"JOSM/1.5 (16239 pl)","51.3975638","51.4078476","20.8508640","20.8844310"
"88516155","9218359","rojganes","4","2020-07-26","Esri World Imagery",,"iD 2.17.2","27.2914434","27.2970221","-80.3059572","-80.3040910"
"88516154","179581","Geofreund1","70","2020-07-26",,,"JOSM/1.5 (16731 de)","52.6876457","52.6948300","13.7802003","13.7901184"
"88516153","3376734","martinairmaps","34","2020-07-26","Bing;.gpx data file","#hotosm-project-1497;#m4r;#USAID;#PeaceCorps;#PCMozambique;#AIRSmoz2016;#youthmappers","iD 2.17.3","-17.6126512","-17.6080017","36.2521896","36.2552622"
"88516152","466749","usverg","114","2020-07-26",,,"JOSM/1.5 (15927 ru)","56.3533447","56.3756320","60.0211624","60.1808049"
"88516151","16941","johnsmith","1","2020-07-26","Bing;.gpx data file",,"iD 2.18.3","53.6346868","53.6446031","12.3596830","12.3720105"
"88516150","155680","Henri97","32","2020-07-26",,,"JOSM/1.5 (16731 de)","49.3126697","49.3144255","9.4643022","9.4677698"
"88516149","2127855","czubi","16","2020-07-26",,,"JOSM/1.5 (16731 de)","50.8829908","50.8841814","11.6060048","11.6090369"
"88516148","10296811","Luc Gential","148","2020-07-26",,,"JOSM/1.5 (16731 fr)","45.3363399","45.3640855","6.2643045","6.2855982"
"88516147","131670","Ana Luisa","1","2020-07-26",,,"StreetComplete 21.2","51.5646893","51.5647728","8.1275273","8.1276495"
"88516146","28961","kimo","20","2020-07-26","EsriWorldImagery",,"iD 2.18.3","-37.8099256","-37.7992599","145.2206456","145.2447645"
"88516145","11551703","JohnnyAZ520","1","2020-07-26","Bing",,"iD 2.18.3","32.7527129","32.7527129","-111.5551545","-111.5551545"
"88516144","2302962","Pathumthani","7","2020-07-26","Bing",,"iD 2.18.3","53.5061432","53.5285167","7.9988788","8.0498152"
"88516143","131670","Ana Luisa","5","2020-07-26",,,"StreetComplete 21.2","51.5647226","51.5653989","8.1261639","8.1280610"
"88516142","2043411","Stoots","30","2020-07-26","Bing Aerial",,"Go Map!! 1.7.1","57.4018671","57.4102051","-3.4532541","-3.4276687"
"88516141","2112541","ted3sco","439","2020-07-26",,,"JOSM/1.5 (15937 en)","46.2074653","46.3531750","22.7463952","23.2448062"
"88516140","118134","scai","18","2020-07-26",,,"JOSM/1.5 (16731 de)","51.0895667","51.0953600","13.6388641","13.6487299"
"88516139","9196106","rkumreo","3","2020-07-26","Maxar-Premium;Bing Streetside;Mapillary Images;Mapillary Map Features;Mapillary Signs;OpenStreetCam Images",,"iD 2.18.3","50.9207215","50.9215874","7.0819549","7.0820530"
"88516138","11377198","Ben Pearcey","72","2020-07-26","Bing;.gpx data file","#hotosm-project-8988;#covid19;#COVJam","iD 2.17.3","17.9688980","17.9717381","-77.5105538","-77.5091483"
"88516137","10432560","Quan Nguyen Hong Anh","1","2020-07-26",,,"MAPS.ME ios 10.1.2","11.9517682","11.9517682","108.4323985","108.4323985"
"88516136","8761421","Melphios","1","2020-07-26",,,"StreetComplete 21.2","48.8477980","48.8496496","2.6755714","2.6775841"
"88516135","10761261","Белый Андрей","6","2020-07-26","Bing",,"iD 2.18.3","53.3405369","53.3571009","83.6970062","83.7376471"
"88516134","56475","Dominic Z","237","2020-07-26",,,"JOSM/1.5 (16731 de)","48.8940321","48.8976545","8.5951309","8.6026288"
"88516133","156646","archie","2","2020-07-26",,,"JOSM/1.5 (16731 en_GB)","57.3993640","57.3993757","12.0838514","12.0840195"
"88516132","3167782","grullab","40","2020-07-26","EsriWorldImagery",,"iD 2.18.3","44.9970425","45.0110893","-104.0804502","-104.0565869"
"88516131","4812636","rockybutler","84","2020-07-26","OSIP_6in",,"iD 2.18.3","39.2704260","39.2789180","-81.5925433","-81.5705332"
"88516130","6372063","murr999888","17","2020-07-26",,,"JOSM/1.5 (16731 ru)","47.1264482","47.1282682","37.6442079","37.6471211"
"88516129","4493657","Cz ja","392","2020-07-26","Geoportal2-PL-aerial_image",,"iD 2.18.3","52.7776556","52.8422977","16.5432185","16.6531923"
"88516128","9616774","Dieter Grosch","75","2020-07-26","MAPNIK",,"iD 2.18.3","49.0510510","49.1017550","12.8511474","13.0811921"
"88516127","146065","Mecklenburger","4","2020-07-26","OpenStreetMap (Standard)",,"Vespucci 14.1.4.0","52.5144153","52.5147927","13.4785275","13.4800734"
"88516126","11435438","Jyunhou","35","2020-07-26","Maxar-Premium",,"iD 2.18.3","21.5370101","21.5664898","107.9472455","108.0082303"
"88516125","9458630","Ukrainian spy","27","2020-07-26","Custom (https://moldova-map.md/geoserver/gwc/service/wmts?Format=image/png&Request=GetTile&Service=WMTS&TileCol={x}&TileMatrix=EPSG:900913:{z}&TileRow={y}&Version=1.0.0&layer=orthophoto:Ortofoto_2016_RM&style=&tilematrixset=EPSG:900913 );osm-gps",,"iD 2.18.3","48.1267851","48.1324751","27.3663801","27.3758705"
"88516124","11531934","FTRKenny","285","2020-07-26","Bing",,"iD 2.18.3","49.7415599","49.7520076","23.6882753","23.7062658"
"88516123","205851","ArnsbergerWald","56","2020-07-26","Bing;.gpx data file",,"iD 2.18.3","51.3906940","51.4168664","8.7082216","8.7728253"
"88516122","1969678","waldhans","100","2020-07-26",,,"JOSM/1.5 (16806 en)","51.7140992","51.7178115","6.2682416","6.2820487"
"88516121","11039596","Geomaplex","146","2020-07-26","Metropole_Ruhr_RVR-DOP10",,"iD 2.18.3","51.4486738","51.4790507","6.5958388","6.6424434"
"88516120","1287308","Martini097","422","2020-07-26",,,"JOSM/1.5 (16731 en_AU)","-5.8885562","-5.7852262","13.3620679","13.5185078"
"88516119","144382","SHuehne","14","2020-07-26",,,"JOSM/1.5 (16731 de)","52.2889009","52.2966705","10.1712820","10.1840387"
"88516118","7803086","Cooking 15610","1","2020-07-26","fr.ign.bdortho",,"iD 2.18.3","48.5021180","48.5021180","0.1039830","0.1039830"
"88516117","2094488","didimosi","182","2020-07-26",,,"JOSM/1.5 (16731 de)","52.8107493","52.8128731","9.1395344","9.1460396"
"88516116","5589496","willisturm","73","2020-07-26",,,"JOSM/1.5 (16731 de)","47.1543894","47.2389807","9.5964745","9.8206465"
"88516115","2127855","czubi","23","2020-07-26",,,"JOSM/1.5 (16731 de)","50.8817736","50.8832693","11.6037859","11.6053069"
"88516114","4418255","AIeks@ndr","64","2020-07-26","Bing;osm-gps",,"iD 2.18.3","51.8429036","51.8450545","94.4920713","94.5119837"
"88516113","11472865","NOBY_OSM","1276","2020-07-26","Bing",,"iD 2.18.3","13.1420277","13.1548785","-61.1728666","-61.1642075"
"88516112","163480","Eric V","119","2020-07-26","fr.ign.bdortho",,"iD 2.18.3","47.1904173","47.2217754","4.2649682","4.3205189"
"88516111","5681573","jnk0","1","2020-07-26","Bing",,"iD 2.18.3","49.9723916","49.9726982","8.2958947","8.2961528"
"88516110","6686188","Leo Slager","15","2020-07-26",,,"JOSM/1.5 (16731 nl)","51.8589935","51.8596342","4.5239966","4.5259964"
"88516109","2971159","bus-mt","273","2020-07-26",,,"JOSM/1.5 (16731 de)","52.0994536","52.1208000","8.9302255","8.9579938"
"88516108","3376234","Theo Asselman","65","2020-07-26",,,"JOSM/1.5 (16731 en_GB)","9.1534250","9.1572170","80.5751815","80.6490194"
"88516107","10397245","chamdam","12","2020-07-26","fr.ign.bdortho",,"iD 2.18.3","43.6619846","43.6658635","4.1211683","4.1266624"
"88516106","10131974","Romandsty","233","2020-07-26",,,"JOSM/1.5 (15155 ru)","53.0177400","53.0622689","44.9229692","44.9604708"
"88516105","11277308","Backpfeifenolga","1","2020-07-26","None",,"iD 2.18.3","51.4406127","51.4406127","6.7720989","6.7720989"
"88516104","1098648","gsperb","39","2020-07-26",,,"JOSM/1.5 (16731 de)","49.9398703","49.9404201","10.1830105","10.1834799"
"88516103","6296343","BaboucheVerte","1","2020-07-26",,,"OsmAnd~ 3.7.4","48.7879552","48.7879552","2.1797086","2.1797086"
"88516102","8503982","mv1005","1","2020-07-26","MAPNIK",,"iD 2.18.3","51.6330300","51.6330300","10.6039696","10.6039696"
"88516101","1992561","parsd51","96","2020-07-26",,,"JOSM/1.5 (16731 da)","55.7489638","55.7511008","12.4941655","12.4969555"
"88516100","16941","johnsmith","1","2020-07-26","Bing;.gpx data file",,"iD 2.18.3","53.6358931","53.6360163","12.3727522","12.3736091"
"88516099","11377198","Ben Pearcey","65","2020-07-26","Bing;.gpx data file","#hotosm-project-8988;#covid19;#COVJam","iD 2.17.3","17.9707290","17.9734139","-77.5129844","-77.5106557"
"88516098","10893996","Такси Зуя","14","2020-07-26","MAPNIK",,"iD 2.18.3","45.0569418","45.0606290","34.3250858","34.3304052"
"88516097","11499038","daniel-malinowski","2","2020-07-26","Geoportal2-PL-aerial_image",,"iD 2.18.3","50.9464177","50.9471315","15.9754121","15.9791954"
"88516096","505942","mbyte","57","2020-07-26","SDFE aerial imagery",,"Go Map!! 1.7.1","54.8224049","54.8266341","9.4179832","9.4252972"
"88516095","164049","kche","4","2020-07-26",,,"JOSM/1.5 (16731 en)","58.2273831","58.2330882","6.5738443","6.5787293"
"88516094","11354269","pliuto","193","2020-07-26","Maxar-Premium",,"iD 2.18.3","55.4728777","55.6702425","28.3254124","28.8234875"
"88516093","11536777","Hadassa B","80","2020-07-26","Bing;.gpx data file","#hotosm-project-8733;#EducateGirls;#accenture;#acnindiafy20","iD 2.17.3","25.3938607","25.3970260","80.1847458","80.1874432"
"88516092","10182515","ISHOE","51","2020-07-26","Maxar-Standard;.geojson data file",,"iD 2.18.3","10.9408556","10.9666706","76.1284549","76.1485355"
"88516091","10160193","developerxyz","88","2020-07-26",,,"JOSM/1.5 (16538 ru)","54.3974372","54.3995743","40.5453384","40.5459295"
"88516090","7775678","crazy_mathi","719","2020-07-26",,"#hotosm-project-7709;#missingmaps;#indonesia;#redcross;#amm;#adt","JOSM/1.5 (16239 en)","-3.9785566","-3.9731193","105.0011833","105.0033476"
"88516089","10665645","Monkey King","137","2020-07-26","Bing;.gpx data file","#hotosm-project-8988;#covid19;#COVJam","iD 2.17.3","17.9959656","18.0129925","-77.5304619","-77.5083857"
"88516088","9078879","daniel_k","4","2020-07-26","Bing",,"iD 2.18.3","51.0453387","51.0491041","8.3959038","8.3967498"
"88516087","165830","N1ck200","4","2020-07-26","Bing",,"iD 2.18.3","51.3915842","51.3941800","-2.0687598","-2.0636837"
"88516086","9518688","GeoWido","7","2020-07-26","Geoportal2-PL-aerial_image",,"iD 2.18.3","51.7080297","51.7454580","22.2202795","22.3453965"
"88516085","10221594","afurquan","158","2020-07-26","Esri World Imagery;Bing aerial imagery","#MapWithAI","RapiD 1.0.1","56.4885875","56.4965969","-2.7805805","-2.7632500"
